text,frequency
창의토론라운지,13
전체,11
부족,8
공간,8
노트북,7
건물,3
시설,3
자리,3
의자,3
열람실,3
환기,3
학생,2
먼지,2
공부,2
화장실,2
컴퓨터,2
흡연구역,2
이용석,1
음식물,1
섭취,1
휴게공간,1
필요,1
치우,1
허물,1
개선,1
급하,1
생각,1
코드,1
확보,1
역사,1
시골,1
중학교,1
내부,1
인테리어,1
책상,1
모델링,1
악화,1
비좁,1
주말,1
정기,1
시간,1
이후,1
기타,1
청결,1
확장,1
전부,1
충원,1
소음,1
바닥,1
타일,1
개방,1
편리,1
학습,1
고시반,1
창문,1
바꾸,1
학교 도서관,1
결과,1
빠르,1
구비,1
본체,1
하루,1
한번,1
이상,1
근로,1
학술정보원,1
근처,1
담배연기,1
로비,1
지정,1
지하,1
남자휴게소,1
외국인,1
들어가,1
나무,1
교체,1
