text,frequency,freq
스터디,1,9
열람실,1,9
개방,1,9
시간,1,9
지하,1,9
도서실,1,9
자유,1,9
학습,1,9
환경,1,9
사물함,1,9
교내,1,9
Cpa준비반,1,9
활동,1,9
자습,1,9
학술정보원근로,1,9
언론고시반,1,9
공간,1,9
학우,1,9
개인좌석,1,9
여우,1,9
시험,1,9
휴식,1,9
SHP,2,10
코딩,2,10
근로,2,10
카페,2,10
여학생,3,9
노트북,3,9
여자,4,12
수업,5,20
공부,5,20
휴게실,18,40
창의토론라운지,28,60
