학교 전반적으로 개방형 휴게 공간이 부족하다고 느껴 공부하다 지쳐서 대화도 나누고 나와서 쉴 수 있는 곳이 마련 되면 좋겠습니다. 그리고 학정 내에 모기나 벌레가 너무 많아서 불편합니다ㅜㅜ
리모델링 꼭해주세요ㅜㅜ 열람실 너무 낡았어요ㅠ
대학교 도서관 답게. 구립 도서관 만큼은 아니더라도
제발 진짜 대학도서관처럼 자유롭게 앉고 누워서 책읽을 수 있는 공간좀. ..ㅜㅠㅜ너무 고등학교 도서관 수준입니다
4층 창의토론라운지 같은곳이 늘어났으면 좋겠고 열람실의 책상 열 간격이 너무 좁지 않았으면 좋겠습니다. 무엇보다 밝고 쾌적한 공간이었으면 합니다.
"학술 정보원을 돌아다니다가 9층의 잡지 공간을 우연히 발견했는데, 생각보다 유용한 자료들이 많아서 놀랐습니다. 저는 나름 학술정보원을 꾸준히, 넓게 이용하는 편인데도 학교를 다닌지 1년이 지나서야 그 공간을 알았습니다. 거의 매번 다른 층을 이용하며 공부하는 저도 이런데 다른 학생들은 훨씬 더 한정적으로 학술정보원을 이용할 것입니다. 학술 정보원의 각 공간과, 그 공간에 대한 자세하고 친절한 설명을 로비나 계단 같은 잘 보이는 곳에 잘 게시한다면 학생들이 모든 공간을 골고루 사용할 수 있지 않을까 생각합니다. 또한 스터디룸의 경우, 예약을 하기 전에 그 방의 시설물과 내부 사진, 위치 정보가 있다면 더욱 이용하기 편할 것 같습니다. 현재 스터디룸 예약 시스템에서는 수용 인원만 표시될 뿐, 내부에 대한 설명이 거의 없는 편입니다. 제 경험담으로 , 7층 12 스터디룸 같은 회의실형 특수한 스터디룸을 그냥 예약 공간이 남았길래 예약하고선 막상 제 예상과는 내부가 많이 달라 당황스러웠던 적이 있습니다. 1층 스터디룸의 경우도 마찬가지입니다."
칸막이 없는 24시간 개방 열람실 꼭 만들어주세요..
공기환기시설도 잘마련되어있었으면 좋겠어요 좌식 공부방도 있었으면 좋겠어요
"내부 리모델링도 물론 좋지만 학생들 교육이 더 시급한 것 같다. 자리 예약 안하고 쓰는 학생들, 열람실에서 떠드는 학생들, 자리 이용 후 정리하지 않고 가는 학생들, 옆 자리까지 침범하는 학생들 등등 조용히 자기 공부 하는 학생들에게 방해가 되는 학생들이 많다. 기본적인 학술정보원 이용 수칙에 대한 교육을 강화하고, 이를 지속적으로 어길 시 학술정보원 이용을 제한하는 제도가 시급하다고 생각한다."
오래되고 낡아보이는 외관 및 내관 수리.
아주 빨리 이루어져야합니다
남자 휴게공간의 개선
